Lokasi,Harga (Miliar),Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
Jakarta Barat,8.4,417,176,4,2,2,3
Jakarta Utara,8.47,374,300,4,3,0,2
Jakarta Barat,8.5,364,342,3,3,1,2
Jakarta Barat,8.5,350,580,4,3,2,2
Jakarta Barat,8.5,500,360,4,4,0,2
Jakarta Barat,8.5,312,375,5,3,2,2
Jakarta Barat,8.5,575,226,8,5,4,4
Jakarta Timur,8.5,600,325,7,5,2,2
Jakarta Utara,8.5,280,232,4,4,0,1
Jakarta Utara,8.5,400,325,3,3,0,2
Jakarta Utara,8.5,312,306,4,3,0,2
Jakarta Utara,8.5,240,200,4,4,4,2
Jakarta Utara,8.5,340,187,5,4,1,2
Jakarta Utara,8.5,297,200,3,3,1,3
Jakarta Utara,8.5,500,250,4,4,1,3
Jakarta Utara,8.5,340,187,4,3,1,3
Jakarta Utara,8.5,340,187,5,4,2,3
Jakarta Utara,8.5,550,200,6,8,2,4
Jakarta Utara,8.5,727,272,7,4,2,4
Jakarta Selatan,8.5,242,152,3,3,0,1
Jakarta Selatan,8.5,420,450,6,5,2,1
Jakarta Selatan,8.5,433,157,3,3,2,2
Jakarta Selatan,8.5,160,480,3,4,5,2
Jakarta Selatan,8.5,250,246,4,3,1,2
Jakarta Selatan,8.5,300,200,4,3,1,2
Jakarta Selatan,8.5,400,561,5,3,2,2
Jakarta Selatan,8.5,350,302,6,7,2,2
Jakarta Selatan,8.5,274,165,3,3,2,3
Jakarta Selatan,8.5,500,250,6,6,4,4
Jakarta Selatan,8.5,555,197,4,4,2,4
Jakarta Utara,8.5,184,552,4,3,0,3
Jakarta Selatan,8.5,390,600,3,1,2,2
Jakarta Timur,8.5,600,537,5,3,0,2
Jakarta Selatan,8.5,450,422,5,4,1,2
Jakarta Selatan,8.5,350,332,4,4,1,2
Jakarta Timur,8.5,600,325,7,5,2,2
Jakarta Barat,8.5,350,308,6,8,1,2
Jakarta Selatan,8.5,425,225,6,5,1,2
Jakarta Selatan,8.5,330,368,5,4,2,1.5
Jakarta Selatan,8.5,280,315,3,3,1,1.5
Jakarta Selatan,8.5,200,315,3,3,1,1.5
Jakarta Selatan,8.5,200,343,4,3,0,1
Jakarta Selatan,8.5,180,250,3,3,0,1
Jakarta Utara,8.5,400,260,5,3,0,2
Jakarta Utara,8.6,300,230,4,4,2,3
Jakarta Selatan,8.6,360,258,3,3,1,2
Jakarta Barat,8.6,254,169,7,8,0,3
Jakarta Selatan,8.7,279,234,3,4,0,3.5
Jakarta Selatan,8.7,279,234,3,4,0,3.5
Jakarta Barat,8.75,350,459,3,3,1,1.5
Jakarta Barat,8.8,340,190,4,5,1,2
Jakarta Utara,8.8,640,300,3,3,0,2
Jakarta Utara,8.8,400,380,4,4,0,2
Jakarta Utara,8.8,400,200,4,4,1,2
Jakarta Utara,8.8,299,327,4,4,2,3
Jakarta Selatan,8.8,200,450,5,5,4,2
Jakarta Selatan,8.8,200,450,6,4,2,2
Jakarta Selatan,8.8,200,450,8,5,0,2
Jakarta Selatan,8.8,360,136,5,4,1,3
Jakarta Selatan,8.8,360,136,5,4,1,3
Jakarta Selatan,8.8,400,160,3,3,0,3
Jakarta Selatan,8.8,248,451,7,6,2,3
Jakarta Utara,8.9,500,200,6,5,4,4
Jakarta Selatan,8.9,250,535,3,3,1,1
Jakarta Selatan,8.9,400,136,5,4,2,3
Jakarta Selatan,8.9,600,250,5,5,0,3
Jakarta Timur,8.9,280,311,5,3,1,2
Jakarta Timur,8.9,400,600,4,3,1,1
Jakarta Barat,8.95,400,144,4,4,1,3
Jakarta Selatan,8.95,462,231,3,3,1,2
Jakarta Selatan,8.95,200,158,4,3,1,2
Jakarta Selatan,8.96,512,1000,3,3,2,2
Jakarta Utara,8.99,600,230,5,4,2,3
Jakarta Barat,9,400,319,4,5,0,1
Jakarta Barat,9,60,336,2,2,4,2
Jakarta Barat,9,500,450,4,3,0,2
Jakarta Barat,9,400,374,4,4,0,2
Jakarta Barat,9,400,280,4,3,2,2
Jakarta Barat,9,204,350,4,3,1,2
Jakarta Barat,9,450,400,4,2,3,2
Jakarta Barat,9,350,255,5,5,1,2
Jakarta Utara,9,422,634,4,2,1,2
Jakarta Utara,9,360,250,4,4,2,2
Jakarta Utara,9,500,270,5,4,2,3
Jakarta Selatan,9,250,691,3,2,1,2
Jakarta Selatan,9,400,570,4,4,0,2
Jakarta Selatan,9,300,218,5,5,4,2
Jakarta Selatan,9,800,613,6,5,4,2
Jakarta Selatan,9,270,410,6,3,2,2
Jakarta Selatan,9,500,201,20,20,5,2
Jakarta Utara,9,484,228,5,5,0,4
Jakarta Barat,9,334,117,3,3,3,4
Jakarta Utara,9,480,200,3,5,0,3
Jakarta Barat,9,600,1400,6,4,2,2
Jakarta Timur,9,700,612,4,4,1,2
Jakarta Selatan,9,500,356,17,18,0,2
Jakarta Utara,9,312,306,4,3,0,2
Jakarta Barat,9,230,346,6,2,0,1
Jakarta Barat,9,230,346,6,2,0,1
Jakarta Barat,9,230,346,6,2,0,1
Jakarta Barat,9,230,346,6,2,0,1
Jakarta Utara,9,400,304,5,4,0,1
Jakarta Barat,9.2,1350,512,2,4,7,3
Jakarta Selatan,9.2,300,200,4,3,1,2
Jakarta Timur,9.2,440,354,4,5,2,2
Jakarta Selatan,9.25,270,262,4,3,1,2
Jakarta Barat,9.3,270,350,4,2,1,2
Jakarta Timur,9.3,250,590,6,3,0,2
Jakarta Utara,9.49,300,200,4,6,2,2
Jakarta Barat,9.5,550,348,4,3,2,2
Jakarta Barat,9.5,500,300,4,4,1,2
Jakarta Pusat,9.5,324,1413,4,2,4,1
Jakarta Pusat,9.5,500,300,6,5,1,2
Jakarta Utara,9.5,254,380,4,4,0,2
Jakarta Utara,9.5,550,325,5,4,2,2
Jakarta Utara,9.5,456,312,5,5,2,2
Jakarta Utara,9.5,500,377,5,4,7,2
Jakarta Utara,9.5,330,136,3,3,2,3
Jakarta Utara,9.5,380,304,6,6,3,3
Jakarta Selatan,9.5,290,325,3,3,3,1
Jakarta Selatan,9.5,700,360,3,3,3,2
Jakarta Selatan,9.5,380,418,4,4,1,2
Jakarta Selatan,9.5,400,302,4,3,2,2
Jakarta Selatan,9.5,500,1000,4,3,2,2
Jakarta Selatan,9.5,550,398,5,4,0,2
Jakarta Selatan,9.5,350,320,6,5,1,2
Jakarta Selatan,9.5,350,320,6,5,2,2
Jakarta Selatan,9.5,480,318,6,5,5,3
Jakarta Selatan,9.5,225,83,4,3,2,3.5
Jakarta Selatan,9.5,225,83,4,3,0,3.5
Jakarta Barat,9.5,500,300,5,5,2,3
Jakarta Selatan,9.5,550,444,5,5,2,2
Jakarta Barat,9.5,585,225,6,6,0,2
Jakarta Selatan,9.5,300,421,2,2,0,1
Jakarta Selatan,9.5,280,415,0,0,0,1
Jakarta Utara,9.6,330,250,4,4,1,2
Jakarta Utara,9.6,311,200,4,5,1,3
Jakarta Selatan,9.6,450,215,3,2,0,1
Jakarta Selatan,9.6,310,440,3,3,3,2
Jakarta Selatan,9.6,320,200,4,4,0,2
Jakarta Selatan,9.6,300,257,4,4,2,2
Jakarta Barat,9.6,734,175,10,10,0,4.5
Jakarta Barat,9.7,575,450,5,5,2,2
Jakarta Barat,9.7,575,450,5,5,2,3
Jakarta Utara,9.7,258,160,4,4,0,3
Jakarta Selatan,9.75,327,248,6,4,1,2
Jakarta Selatan,9.75,620,383,5,5,0,2
Jakarta Utara,9.75,400,360,6,3,2,2
Jakarta Utara,9.79,450,200,4,4,0,3
Jakarta Barat,9.8,220,325,7,5,4,2
Jakarta Barat,9.8,440,202,5,4,0,3
Jakarta Barat,9.8,440,202,6,4,0,3
Jakarta Timur,9.8,500,375,5,3,0,2
Jakarta Timur,9.8,250,400,4,3,6,1
Jakarta Utara,9.8,319,418,4,2,0,2
Jakarta Utara,9.8,472,162,4,4,2,4
Jakarta Selatan,9.8,450,238,4,4,2,3
Jakarta Selatan,9.8,400,561,5,3,2,1
Jakarta Selatan,9.8,546,333,4,3,4,2
Jakarta Selatan,9.85,279,234,3,4,2,4
Jakarta Selatan,9.85,300,565,4,3,2,1
Jakarta Barat,9.9,250,939,5,1,0,1
Jakarta Barat,9.9,450,572,4,3,6,2
Jakarta Utara,9.9,311,200,3,4,2,3
Jakarta Selatan,9.9,512,312,7,4,2,2
Jakarta Selatan,9.9,390,140,3,3,0,3.5
Jakarta Selatan,9.9,350,440,4,5,8,2
Jakarta Barat,9.9,300,253,5,5,2,2
Jakarta Timur,9.9,200,465,4,3,1,1.5
Jakarta Barat,9.97,560,288,5,5,0,2
Jakarta Barat,9.97,560,288,5,5,0,3
Jakarta Barat,9.97,560,288,5,5,0,3
Jakarta Barat,9.97,560,288,7,6,0,3
Jakarta Barat,9.97,460,144,5,4,2,4
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,296,4,4,0,2
Jakarta Barat,10,450,295,4,4,0,2
Jakarta Pusat,10,550,550,2,2,0,1
Jakarta Pusat,10,457,380,7,6,2,2
Jakarta Pusat,10,750,260,6,5,1,4
Jakarta Timur,10,300,436,5,2,0,1
Jakarta Timur,10,500,325,5,3,1,2
Jakarta Timur,10,280,600,6,5,3,2
Jakarta Utara,10,374,300,4,5,2,2
Jakarta Utara,10,600,235,7,7,2,3
Jakarta Selatan,10,250,489,3,3,2,1
Jakarta Selatan,10,355,648,4,4,2,2
Jakarta Selatan,10,500,500,5,5,2,2
Jakarta Selatan,10,438,250,5,5,2,2
Jakarta Selatan,10,600,471,5,5,2,2
Jakarta Selatan,10,299,691,5,3,2,2
Jakarta Selatan,10,538,236,5,5,2,2
Jakarta Selatan,10,480,318,5,5,5,2
Jakarta Selatan,10,400,365,4,4,1,3
Jakarta Selatan,10,200,165,5,5,2,4
Jakarta Barat,10,500,240,5,6,0,4
Jakarta Selatan,10,410,468,6,5,2,3
Jakarta Utara,10,311,200,3,3,0,3
Jakarta Selatan,10,800,660,10,7,0,2
Jakarta Selatan,10,650,512,6,7,0,2
Jakarta Selatan,10,410,468,6,5,3,2
Jakarta Selatan,10,626,432,8,6,2,2
Jakarta Utara,10,500,377,5,5,0,2
Jakarta Selatan,10,800,660,10,7,0,1
Jakarta Barat,10.2,600,300,3,4,2,2
Jakarta Selatan,10.2,374,213,4,4,2,2
Jakarta Barat,10.5,300,539,4,2,2,1
Jakarta Barat,10.5,600,450,5,4,1,2
Jakarta Utara,10.5,420,250,3,3,2,2
Jakarta Utara,10.5,350,250,3,3,1,2
Jakarta Utara,10.5,280,250,3,3,1,2
Jakarta Utara,10.5,950,403,4,3,2,3
Jakarta Utara,10.5,500,300,8,8,0,4
Jakarta Utara,10.5,500,300,8,8,0,4
Jakarta Selatan,10.5,350,216,5,2,1,1
Jakarta Selatan,10.5,500,449,6,7,1,1
Jakarta Selatan,10.5,253,280,3,3,1,2
Jakarta Selatan,10.5,750,500,5,5,2,2
Jakarta Selatan,10.5,250,360,6,3,1,2
Jakarta Selatan,10.5,300,200,4,5,3,3
Jakarta Selatan,10.5,323,221,6,6,3,3
Jakarta Selatan,10.5,520,297,12,12,0,3
Jakarta Selatan,10.5,400,407,5,4,2,2
Jakarta Selatan,10.5,273,389,4,4,2,1.5
Jakarta Selatan,10.5,350,225,0,3,0,2
Jakarta Utara,10.8,550,200,4,3,1,1
Jakarta Utara,10.8,300,200,3,4,2,2
Jakarta Utara,10.8,350,276,5,4,1,2
Jakarta Selatan,10.8,270,253,4,3,1,2
Jakarta Barat,10.9,500,370,4,4,4,3
Jakarta Selatan,10.9,400,307,6,5,2,2
Jakarta Selatan,10.9,550,247,5,5,5,3
Jakarta Selatan,10.95,153,622,3,1,2,1
Jakarta Barat,11,300,340,5,4,1,2
Jakarta Barat,11,450,627,6,4,0,2
Jakarta Barat,11,1088,315,7,6,3,5
Jakarta Pusat,11,265,532,3,3,1,2
Jakarta Pusat,11,410,410,5,4,5,2
Jakarta Pusat,11,400,200,4,4,1,3
Jakarta Timur,11,515,334,3,3,1,2
Jakarta Utara,11,330,325,4,4,1,2
Jakarta Utara,11,400,337,4,4,4,2
Jakarta Utara,11,350,234,4,3,2,2
Jakarta Utara,11,468,413,5,4,2,2
Jakarta Utara,11,615,342,5,5,0,2
Jakarta Utara,11,450,200,3,3,2,3
Jakarta Selatan,11,300,2083,4,3,2,2
Jakarta Selatan,11,300,570,4,3,1,2
Jakarta Selatan,11,400,278,5,5,2,2
Jakarta Selatan,11,500,450,5,3,3,2
Jakarta Utara,11,330,250,3,3,2,3
Jakarta Selatan,11,500,500,4,4,2,2
Jakarta Selatan,11,300,410,9,4,1,2
Jakarta Selatan,11,500,340,5,5,4,2
Jakarta Timur,11,600,325,8,4,1,2
Jakarta Timur,11,300,482,0,0,0,1
Jakarta Pusat,11,100,446,1,1,0,1
Jakarta Selatan,11,80,407,4,2,0,1
Jakarta Pusat,11,600,300,22,20,6,2
Jakarta Timur,11.25,600,450,5,4,2,2
Jakarta Utara,11.4,550,325,4,3,2,2
Jakarta Utara,11.5,400,200,6,7,3,2
Jakarta Utara,11.5,450,360,5,3,2,3
Jakarta Utara,11.5,837,364,6,4,1,3
Jakarta Utara,11.5,275,180,3,3,2,4
Jakarta Utara,11.5,400,180,4,4,2,4
Jakarta Utara,11.5,350,180,5,5,2,4
Jakarta Selatan,11.5,364,252,4,5,2,1
Jakarta Selatan,11.5,400,637,6,4,2,1
Jakarta Selatan,11.5,580,650,3,2,3,2
Jakarta Selatan,11.5,300,470,3,4,2,2
Jakarta Selatan,11.5,250,348,4,3,4,2
Jakarta Selatan,11.5,220,580,5,4,2,2
Jakarta Selatan,11.5,520,330,3,3,4,3
Jakarta Selatan,11.5,180,202,4,3,0,1
Jakarta Selatan,11.5,180,202,4,3,0,1
Jakarta Selatan,11.5,364,252,4,5,0,1
Jakarta Selatan,11.5,450,223,7,6,2,3
Jakarta Selatan,11.5,259,500,4,4,1,2
Jakarta Selatan,11.5,160,395,5,3,0,2
Jakarta Utara,11.5,670,375,5,5,2,2
Jakarta Selatan,11.55,160,385,5,2,0,1
Jakarta Barat,11.6,785,896,4,4,1,2
Jakarta Selatan,11.7,1000,585,10,10,0,3
Jakarta Barat,11.8,480,450,5,4,2,2
Jakarta Selatan,11.8,200,450,3,1,2,1
Jakarta Selatan,11.9,500,644,4,3,1,1
Jakarta Selatan,11.9,500,480,6,4,2,1
Jakarta Selatan,11.9,350,560,4,2,2,2
Jakarta Barat,12,500,200,4,3,2,4
Jakarta Pusat,12,260,276,5,3,1,2
Jakarta Pusat,12,300,301,5,3,1,2
Jakarta Pusat,12,285,200,4,3,2,3
Jakarta Timur,12,900,600,7,7,2,2
Jakarta Utara,12,240,288,5,4,0,1
Jakarta Utara,12,500,420,4,4,0,2
Jakarta Utara,12,750,250,4,6,2,4
Jakarta Utara,12,900,325,5,5,2,4
Jakarta Selatan,12,300,377,3,3,1,1
Jakarta Selatan,12,400,270,3,3,1,2
Jakarta Selatan,12,600,371,4,2,1,2
Jakarta Selatan,12,250,225,4,4,1,2
Jakarta Selatan,12,270,250,4,4,2,2
Jakarta Selatan,12,327,327,6,6,6,2
Jakarta Selatan,12,500,635,4,5,2,3
Jakarta Selatan,12,180,233,3,1,0,1
Jakarta Selatan,12,180,233,3,1,0,1
Jakarta Selatan,12,250,85,4,3,2,3.5
Jakarta Selatan,12,250,85,4,3,2,3.5
Jakarta Selatan,12,425,224,5,4,0,3
Jakarta Selatan,12,1000,623,10,5,6,2
Jakarta Timur,12,500,450,6,4,2,2
Jakarta Selatan,12,600,431,13,13,0,2
Jakarta Selatan,12,600,431,13,13,2,2
Jakarta Selatan,12,500,356,10,10,0,2
Jakarta Selatan,12,300,279,7,5,0,2
Jakarta Pusat,12,200,272,6,3,2,2
Jakarta Timur,12,371,708,3,3,2,1.5
Jakarta Selatan,12,300,486,4,2,0,1
Jakarta Selatan,12,360,425,4,3,1,1
Jakarta Utara,12,280,380,3,2,0,1
Jakarta Barat,12,992,284,10,10,0,3
Jakarta Selatan,12.2,715,715,3,3,2,1
Jakarta Pusat,12.25,500,252,10,10,0,2
Jakarta Selatan,12.3,210,352,4,2,2,1
Jakarta Selatan,12.3,465,245,5,4,2,3
Jakarta Barat,12.5,600,450,4,4,2,2
Jakarta Barat,12.5,460,450,6,4,0,2
Jakarta Barat,12.5,500,380,9,6,1,2
Jakarta Barat,12.5,700,313,4,3,2,3
Jakarta Barat,12.5,700,313,4,4,2,3
Jakarta Barat,12.5,700,313,4,3,2,3
Jakarta Barat,12.5,700,313,5,4,0,3
Jakarta Utara,12.5,380,290,4,5,0,1
Jakarta Utara,12.5,380,380,5,3,0,1
Jakarta Utara,12.5,400,300,4,4,1,2
Jakarta Utara,12.5,400,300,4,4,1,2
Jakarta Utara,12.5,400,300,4,4,1,2
Jakarta Utara,12.5,400,300,4,4,1,2
Jakarta Utara,12.5,380,290,4,4,2,2
Jakarta Utara,12.5,400,300,3,2,0,3
Jakarta Utara,12.5,450,300,4,4,0,3
Jakarta Utara,12.5,550,360,4,4,1,3
Jakarta Utara,12.5,720,300,6,6,0,3
Jakarta Selatan,12.5,300,297,3,3,1,2
Jakarta Selatan,12.5,300,298,4,3,2,2
Jakarta Selatan,12.5,400,497,4,4,2,2
Jakarta Selatan,12.5,600,497,4,4,2,2
Jakarta Selatan,12.5,310,260,4,5,0,2
Jakarta Selatan,12.5,520,750,8,5,3,2
Jakarta Selatan,12.5,300,400,5,3,3,3
Jakarta Selatan,12.5,750,308,5,3,3,3
Jakarta Selatan,12.5,425,224,4,3,3,4
Jakarta Barat,12.5,1000,284,10,10,1,4
Jakarta Selatan,12.5,225,146,4,3,0,3.5
Jakarta Selatan,12.5,300,340,4,5,0,3
Jakarta Barat,12.5,700,200,4,3,0,3
Jakarta Selatan,12.5,750,501,6,6,1,2
Jakarta Selatan,12.5,750,501,6,6,1,2
Jakarta Selatan,12.5,750,501,6,6,1,2
Jakarta Selatan,12.5,750,501,6,6,1,2
Jakarta Selatan,12.5,750,501,6,6,1,2
Jakarta Selatan,12.5,503,415,7,1,0,2
Jakarta Selatan,12.6,137,218,3,2,1,1
Jakarta Selatan,12.75,512,220,3,6,0,3
Jakarta Utara,12.8,900,290,7,8,0,3
Jakarta Selatan,12.8,240,500,4,3,1,1
Jakarta Selatan,12.8,300,480,5,3,1,2
Jakarta Selatan,12.8,240,500,4,3,2,1
Jakarta Selatan,12.8,240,500,4,3,2,1
Jakarta Barat,12.9,400,300,4,4,0,2
Jakarta Utara,12.9,650,308,6,5,2,2
Jakarta Selatan,12.9,400,393,4,3,4,2
Jakarta Pusat,13,350,230,4,3,1,2
Jakarta Timur,13,500,1500,5,3,0,1
Jakarta Utara,13,837,364,6,4,0,1
Jakarta Utara,13,500,300,5,5,1,3
Jakarta Utara,13,1000,270,6,4,0,4
Jakarta Selatan,13,200,584,5,3,2,1
Jakarta Selatan,13,300,319,5,2,2,1
Jakarta Selatan,13,100,939,2,3,2,2
Jakarta Selatan,13,570,535,4,4,2,2
Jakarta Selatan,13,430,600,6,4,2,2
Jakarta Selatan,13,450,261,4,4,0,3
Jakarta Barat,13,1000,436,5,5,0,4.5
Jakarta Barat,13,360,115,10,10,0,4
Jakarta Barat,13,283,320,4,3,2,2.5
Jakarta Timur,13,500,513,7,7,1,2
Jakarta Utara,13,340,360,3,3,0,2
Jakarta Selatan,13,425,225,3,3,0,2
Jakarta Barat,13,224,175,8,4,2,2
Jakarta Utara,13.2,335,250,4,5,1,2
Jakarta Utara,13.2,335,250,4,5,1,2
Jakarta Pusat,13.3,350,532,6,5,0,1
Jakarta Barat,13.4,618,657,6,4,1,2
Jakarta Barat,13.5,600,500,4,5,2,2
Jakarta Barat,13.5,450,1366,8,4,4,2
Jakarta Barat,13.5,337,135,3,3,4,3
Jakarta Barat,13.5,650,400,4,4,2,3
Jakarta Barat,13.5,550,250,5,5,0,3
Jakarta Barat,13.5,625,230,5,4,6,3
Jakarta Barat,13.5,800,300,8,5,8,3
Jakarta Utara,13.5,221,240,3,2,3,1
Jakarta Utara,13.5,315,375,3,3,3,2
Jakarta Utara,13.5,300,300,4,4,0,2
Jakarta Utara,13.5,1000,500,4,4,0,2
Jakarta Utara,13.5,550,360,5,4,0,2
Jakarta Utara,13.5,1200,468,6,6,2,3
Jakarta Utara,13.5,485,200,4,4,2,4
Jakarta Selatan,13.5,400,500,4,5,7,2
Jakarta Selatan,13.5,350,449,4,2,2,2
Jakarta Selatan,13.5,450,280,5,5,0,2
Jakarta Selatan,13.5,600,468,15,5,2,2
Jakarta Selatan,13.5,421,895,7,6,2,2
Jakarta Selatan,13.5,420,895,5,4,0,2
Jakarta Timur,13.5,600,537,7,3,1,2
Jakarta Selatan,13.5,850,407,4,4,8,2
Jakarta Selatan,13.5,850,407,4,4,5,2
Jakarta Selatan,13.5,850,407,4,4,0,2
Jakarta Selatan,13.5,450,400,5,4,2,2
Jakarta Selatan,13.5,350,587,4,3,0,1
Jakarta Selatan,13.5,420,895,5,4,2,1
Jakarta Selatan,13.5,450,400,5,4,2,1
Jakarta Selatan,13.7,550,871,4,3,1,2
Jakarta Selatan,13.8,240,500,4,3,1,1
Jakarta Selatan,13.8,263,500,8,7,2,2
Jakarta Selatan,13.8,263,500,10,7,7,2
Jakarta Selatan,13.8,263,500,8,7,2,2
Jakarta Selatan,13.8,263,500,8,7,0,2
Jakarta Selatan,13.8,263,500,8,7,2,2
Jakarta Utara,13.8,340,450,3,3,0,2
Jakarta Selatan,13.8,263,500,0,0,0,1
Jakarta Selatan,13.9,316,312,3,2,2,2
Jakarta Selatan,13.9,450,336,4,5,1,2
Jakarta Selatan,13.9,432,307,4,4,0,1
Jakarta Barat,14,450,330,3,3,2,1
Jakarta Barat,14,400,330,3,3,1,2
Jakarta Barat,14,540,825,8,6,4,2
Jakarta Pusat,14,471,471,4,2,0,1
Jakarta Pusat,14,336,468,5,5,0,2
Jakarta Timur,14,374,1167,8,3,4,2
Jakarta Utara,14,200,560,1,1,2,2
Jakarta Utara,14,330,250,4,4,3,2
Jakarta Utara,14,500,312,5,4,2,2
Jakarta Utara,14,330,250,4,6,4,3
Jakarta Selatan,14,240,317,4,2,1,1
Jakarta Selatan,14,200,280,3,3,2,2
Jakarta Selatan,14,450,530,5,3,2,2
Jakarta Selatan,14,400,336,5,4,1,2
Jakarta Selatan,14,400,259,11,5,5,2
Jakarta Selatan,14,435,252,4,4,4,3
Jakarta Selatan,14,466,496,5,5,5,6
Jakarta Selatan,14,250,294,3,3,2,1
Jakarta Selatan,14,387,484,7,5,4,1
Jakarta Selatan,14,600,665,5,5,3,1
Jakarta Selatan,14,560,267,4,8,1,3
Jakarta Selatan,14,400,291,4,5,2,2.5
Jakarta Timur,14,350,746,4,4,0,2
Jakarta Selatan,14,500,585,5,4,3,2
Jakarta Barat,14,416,436,5,3,3,2
Jakarta Selatan,14,600,434,6,7,0,2
Jakarta Selatan,14,600,434,6,7,1,2
Jakarta Selatan,14,388,389,5,4,0,2
Jakarta Pusat,14,600,250,10,10,0,2
Jakarta Selatan,14.3,703,348,4,4,4,2
Jakarta Barat,14.5,450,228,8,5,2,3
Jakarta Timur,14.5,548,567,7,6,2,2
Jakarta Utara,14.5,600,240,4,4,2,3
Jakarta Utara,14.5,435,300,4,4,2,3
Jakarta Utara,14.5,600,240,4,4,3,3
Jakarta Selatan,14.5,250,316,3,2,2,1
Jakarta Selatan,14.5,450,518,5,5,2,1
Jakarta Selatan,14.5,450,518,5,5,2,2
Jakarta Selatan,14.5,420,300,5,4,2,2
Jakarta Selatan,14.5,325,696,3,3,2,1
Jakarta Barat,14.5,750,300,4,4,0,2.5
Jakarta Barat,14.5,700,1080,10,10,0,2
Jakarta Selatan,14.5,230,679,6,6,2,2
Jakarta Selatan,14.5,600,429,2,2,1,2
Jakarta Selatan,14.53,500,581,3,2,2,2
Jakarta Utara,14.6,650,340,5,5,2,3
Jakarta Pusat,14.7,482,294,4,5,1,2
Jakarta Selatan,14.8,381,371,5,4,2,2
Jakarta Selatan,14.9,450,570,6,5,2,2
Jakarta Barat,15,700,400,7,8,1,2
Jakarta Barat,15,425,250,4,3,2,3
Jakarta Barat,15,600,272,5,4,0,3
Jakarta Utara,15,265,338,3,3,0,1
Jakarta Utara,15,700,600,4,3,1,2
Jakarta Utara,15,700,750,4,3,2,2
Jakarta Utara,15,1000,750,4,4,2,2
Jakarta Utara,15,1000,1174,5,5,2,2
Jakarta Utara,15,1202,540,5,4,2,3
Jakarta Utara,15,600,250,4,4,0,2
Jakarta Selatan,15,140,217,4,3,1,1
Jakarta Selatan,15,270,292,3,3,2,2
Jakarta Selatan,15,300,189,4,4,2,2
Jakarta Selatan,15,342,400,4,4,2,2
Jakarta Selatan,15,342,400,4,3,2,2
Jakarta Selatan,15,450,874,5,3,0,2
Jakarta Selatan,15,500,423,5,5,2,2
Jakarta Selatan,15,350,914,6,3,3,2
Jakarta Selatan,15,400,260,11,5,5,2
Jakarta Selatan,15,1680,500,8,6,3,6
Jakarta Barat,15,560,560,10,10,1,4
Jakarta Timur,15,750,1600,10,10,4,2
Jakarta Selatan,15,200,677,5,3,0,2
Jakarta Selatan,15,700,640,5,4,2,2
Jakarta Selatan,15,500,370,4,3,0,2
Jakarta Selatan,15,300,276,4,6,1,2
Jakarta Pusat,15,325,601,6,3,1,1.5
Jakarta Selatan,15,1000,1340,8,8,0,1
Jakarta Selatan,15,600,1040,4,3,2,1
Jakarta Selatan,15,600,900,4,3,0,1
Jakarta Selatan,15,600,830,4,3,2,1
Jakarta Selatan,15,243,740,5,5,2,1
Jakarta Selatan,15,300,643,3,2,1,1
Jakarta Selatan,15,600,10400,4,3,2,1
Jakarta Selatan,15,200,677,5,3,0,1
Jakarta Selatan,15.08,442,572,5,5,2,2
Jakarta Selatan,15.2,356,916,4,3,2,1
Jakarta Selatan,15.3,250,250,2,2,1,2
Jakarta Selatan,15.3,800,1125,5,6,2,2
Jakarta Utara,15.5,600,300,5,5,4,1
Jakarta Selatan,15.5,276,276,4,4,1,1
Jakarta Selatan,15.5,400,515,4,3,2,1
Jakarta Selatan,15.5,250,538,4,3,2,1
Jakarta Selatan,15.5,400,673,4,4,2,2
Jakarta Selatan,15.5,400,420,4,4,5,2
Jakarta Selatan,15.5,397,673,5,4,2,2
Jakarta Selatan,15.5,397,673,5,4,4,2
Jakarta Pusat,15.5,520,800,8,5,2,2
Jakarta Selatan,15.5,400,400,4,4,2,2
Jakarta Selatan,15.5,291,604,10,5,0,1
Jakarta Utara,15.8,650,486,4,4,2,2
Jakarta Utara,15.8,650,486,4,4,1,2
Jakarta Utara,15.8,447,428,4,4,0,2
Jakarta Utara,15.8,670,414,7,6,0,3.5
Jakarta Selatan,15.8,264,504,4,4,0,1
Jakarta Selatan,15.88,500,527,5,6,2,1
Jakarta Selatan,15.98,500,639,4,2,2,2
Jakarta Barat,16,508,684,4,4,2,2
Jakarta Barat,16,450,282,4,3,2,2
Jakarta Pusat,16,900,450,8,6,0,1
Jakarta Selatan,16,600,800,4,4,4,1
Jakarta Selatan,16,300,752,5,4,2,1
Jakarta Selatan,16,300,752,5,4,2,1
Jakarta Selatan,16,300,752,5,4,2,1
Jakarta Selatan,16,450,235,6,7,0,1
Jakarta Selatan,16,600,705,8,5,2,1
Jakarta Selatan,16,300,240,3,3,1,2
Jakarta Selatan,16,600,876,4,4,2,2
Jakarta Selatan,16,400,497,4,5,2,2
